1,1500
2,1500
3,1500
4,1500
5,1500
6,1500
7,1500
8,1500
9,1500
10,1500
11,1500
12,1500
13,1500
14,1500
15,1500
16,1500
17,1500
18,1500
19,1500
20,1500
21,1500
22,1500
23,1500
24,1500
25,1500
26,1500
27,1500
28,1500
29,1500
30,1237
31,1500
32,1500
33,1233
34,1500
35,1242
36,1500
37,1500
38,1500
39,1495
40,1500
41,1500
42,1500
43,1500
44,1149
45,1500
46,851
47,1500
48,1500
49,1129
50,1500
51,1500
52,1500
53,869
54,1500
55,1500
56,1500
57,919
58,1394
59,1352
60,1500
61,1500
62,1500
63,1500
64,1500
65,1500
66,1095
67,1500
68,1287
69,1336
70,1180
71,1500
72,1500
73,1500
74,1491
75,1500
76,1010
77,848
78,1500
79,1500
80,1095
81,1074
82,1500
83,1258
84,1445
85,1248
86,1500
87,1500
88,1500
89,811
90,1498
91,1203
92,1500
93,1198
94,768
95,1390
96,1500
97,1500
98,1090
99,1500
100,1500
101,1444
102,1500
103,804
104,1466
105,899
106,1488
107,1500
108,1500
109,1457
110,1150
111,1500
112,1458
113,1141
114,1162
115,1234
116,1500
117,1500
118,1500
119,1500
120,1455
121,1500
122,1403
123,1347
124,1500
125,1228
126,1500
127,1500
128,1017
129,1328
130,1500
131,1500
132,1478
133,1500
134,1126
135,1117
136,1500
137,1500
138,1500
139,1070
140,1500
141,816
142,1212
143,1500
144,1368
145,1500
146,1211
147,1500
148,1098
149,1500
150,1500
151,1500
152,1500
153,1500
154,1500
155,1500
156,1500
157,1500
158,1108
159,1425
160,1500
161,763
162,1162
163,1230
164,1500
165,1500
166,1500
167,1500
168,1500
169,1103
170,1500
171,1500
172,1500
173,1500
174,1500
175,1337
176,1500
177,1500
178,1232
179,1483
180,1500
181,1500
182,1298
183,1463
184,1022
185,1500
186,1500
187,1259
188,1500
189,1202
190,1087
191,1268
192,1500
193,1234
194,1106
195,1031
196,1312
197,1500
198,1393
199,1500
200,1500
201,1500
202,1207
203,1500
204,1500
205,1415
206,1479
207,909
208,1500
209,1500
210,1438
211,964
212,1500
213,1500
214,1500
215,1436
216,1500
217,1500
218,1488
219,673
220,1264
221,1500
222,1500
223,795
224,1500
225,1500
226,1225
227,1500
228,1500
229,1479
230,1500
231,1500
232,1382
233,1500
234,1500
235,1500
236,1500
237,1500
238,1500
239,1500
240,1304
241,1165
242,1500
243,1174
244,1500
245,1500
246,1457
247,1500
248,1372
249,1093
250,1023
